,author_id,id,created_at,text,Keyword,geo
115,1173588610047717376,1448795397770649604,2021-10-14T23:38:34.000Z,"RT @lereveildatlas: L'hypothèse de la superpropagation des vaccinés

Cette étude richement sourcée analyse l'ensemble des données et en arr…",GOOG,
116,1436063085358456836,1448794324536160267,2021-10-14T23:34:18.000Z,"Join the most profitable trading group 

$GOOG $AAPL $SPY $AMZN $TDOC $TSLA $COST $BA $NFLX $NVDA $TWTR $ZM $BABA $FB $DOW $MSFT $QQQ $BB $BBIG $AYRO $NKLA $SAVE $VRM $TRIL  $BBAR $STNG $GLUU $ZNGA $AAL $CACC $ESE $SPCE $FCEL $TRIP $BYND $MRNA https://t.co/dH2X16jG0s",GOOG,
117,302907115,1448792950679523330,2021-10-14T23:28:51.000Z,https://t.co/O6plEAlvvk,GOOG,
118,1438676045566148612,1448792768591982617,2021-10-14T23:28:07.000Z,Goog #AirdropKing https://t.co/KbOhC4zaOr,GOOG,
119,21444316,1448792320866988034,2021-10-14T23:26:21.000Z,"RT @HugoThePinkCat: And yes, ""Speak White"" was TOTALLY at one point something that was told ROUTINELY to French Canadians. My mother and gr…",GOOG,
120,1361985329000026113,1448792008965988352,2021-10-14T23:25:06.000Z,"""Cápsula da cartilagem alivia artrite e tira agonia de idosa"" https://t.co/AwNohoahyO",GOOG,
121,961295881982033920,1448791564961128457,2021-10-14T23:23:20.000Z,"RT @dudleyglenco: #FunFact &gt;

In the last 30 days, $BABA and $TCEHY have outperformed all FANGMAN stocks except $NFLX.

$FB $AAPL $GOOG $GO…",GOOG,
122,3033768512,1448790850163593219,2021-10-14T23:20:30.000Z,新型コロナウイルスワクチン接種に関する情報【ひろめ でぃあ 長野県長野市(10月 15日 8時 20分)with Goog le Translate】 https://t.co/FZUAc79Y33,GOOG,
123,180562587,1448790016973590533,2021-10-14T23:17:11.000Z,"RT @lereveildatlas: L'hypothèse de la superpropagation des vaccinés

Cette étude richement sourcée analyse l'ensemble des données et en arr…",GOOG,
124,61520960,1448789465179123742,2021-10-14T23:15:00.000Z,https://t.co/94Gup4uu4g,GOOG,
125,826319712,1448789461353971712,2021-10-14T23:14:59.000Z,Goog job tim uber indonesia... Yok coba lagi tahun depan,GOOG,
126,20136647,1448788580004995072,2021-10-14T23:11:29.000Z,"RT @GabinJean3: Ecosse: surmortalité (non covid) record.
""Le nombre de personnes décédées en Écosse la semaine dernière était 30% supérieur…",GOOG,
127,1375998694634364931,1448788390002847755,2021-10-14T23:10:44.000Z,"Goog projecs
@yencucsuc 
@Hungha62516778 
@betuyetphuong https://t.co/uiV9af65eV",GOOG,
128,1193482286752129025,1448787679118651407,2021-10-14T23:07:54.000Z,"Royalty Pharma $RPRX: 3.43%
OKTA $OKTA: 3.37%
Veeva $VEEV: 3.11%
ZoomInfo $ZI: 2.58%
Alphabet $GOOG: 2.55%
Coursera $COUR: 2.62%
Rocket Lab $RKLB: 2.42%
Microsoft $MSFT: 2.17%
Spire $SPIR: 2.19%
CrowdStrike $CRWD: 2.06%
(2/4)",GOOG,
129,1193482286752129025,1448787203719458833,2021-10-14T23:06:01.000Z,"個別 ↑最高値からの値動き↓ 10/14
Microsoft $MSFT: -1.0%
Google $GOOG: -3.7%
NVIDIA $NVDA: -5.6%
Apple $AAPL: -8.6%
Tesla $TSLA: -9.1%
Amazon $AMZN: -12.5%
OKTA $OKTA: -13.1%
PayPal $PYPL: -14.1%
Square $SQ: -14.5%
Facebook $FB: -14.5%
Zoom $ZM: -54.7%
(4/4)",GOOG,
130,198278729,1448786847384096770,2021-10-14T23:04:36.000Z,RT @LiviamCapital: I often think about where the world is heading &amp; which companies will lead us there. Here are the themes in my portfolio…,GOOG,
131,1010282833355501568,1448786610821033984,2021-10-14T23:03:39.000Z,"#中国の水害
https://t.co/kcWVdB27Hs

GDP世界2位中国
崩壊か？の不動産バブル高層ビル群、巨大ダム
野放図、アンバランス、不思議な都市 農村計画
ダム放流情報を徹底しないのは何故？

黄河流域 山西省
人為的危険：洪水の犠牲者は自分たちのために身を守る
2021.10.12
https://t.co/aXWGYsze9i
続",GOOG,
132,2958147463,1448786283908591630,2021-10-14T23:02:21.000Z,"昨夜は青い星(プロキオン？)が一段と輝いていて、縦に並んだオリオン座の小3つ星もはっきり見え、赤い星(アルデバラン？)も…羽生君はどうだったかな🤩星が煌めくと自分の心の声に応えてくれているように見えるのでした✨
仙台市天文台も行ってみたいなぁ🪐

https://t.co/wwRi32xe8p https://t.co/kBSo0JBbHk",GOOG,
133,1295836211173568512,1448786226799075330,2021-10-14T23:02:08.000Z,"The French Senate rejected the bill ""establishing vaccination mandatory against SARS-CoV-2 ” on Oct 13,2021.

262:NO
64:YES
14:ABSTAINED

Liberté, égalité, fraternité

Google Translate link - https://t.co/xJw3mOV4nF

https://t.co/edqvyx51Zv
#MedicalFreedom #vaccinateja #Jamaica https://t.co/wVktFHqRhl",GOOG,
134,1264808142509969409,1448786144162770956,2021-10-14T23:01:48.000Z,"ファイザーショットが深刻なデルタ事件の大部分を阻止することを示すと言われている省のデータ
https://t.co/1rhfD9QVkp
日本語
https://t.co/0ZZj2qe6c0",GOOG,
135,4612370792,1448785975253954570,2021-10-14T23:01:08.000Z,"RT @steco_shimizu: 2021年10月14日【中国】外交部報道官記者会見

中文：https://t.co/JhJiGG0os3

Google翻訳：https://t.co/6sMIqaM8cy

日本共同社记者：今天日本政府正式解散众议院，31日将进行大选。…",GOOG,
136,1324569321704574976,1448785701412040741,2021-10-14T23:00:03.000Z,"【GAFAM】
📱 $GOOG 2828.24 (+2.55%)
🛒 $AMZN 3299.86 (+0.47%)
📘 $FB 328.53 (+1.23%)
🍎 $AAPL 143.76 (+2.02%)
🖥 $MSFT 302.75 (+2.17%)

2021-10-15 08:00",GOOG,
137,1306597845953318912,1448785694688677896,2021-10-14T23:00:01.000Z,"✅ $GOOG: ""Google"" mentioned during Plug Power ""Plug Power Inc Plug Symposium 2021: Here Comes Green Hydrogen"" event https://t.co/oqJlj5N044",GOOG,
138,1178935088513347584,1448785689064067073,2021-10-14T23:00:00.000Z,"2021年10月14日【中国】外交部報道官記者会見

中文：https://t.co/JhJiGG0os3

Google翻訳：https://t.co/6sMIqaM8cy

日本共同社记者：今天日本政府正式解散众议院，31日将进行大选。中方是否关注上述动向？对日本新一届众议院有何期待？

赵立坚：你提到的是日本的内政，中方对此不予评论。 
#中国 https://t.co/u8pglbr0gq",GOOG,
139,2400417182,1448785327749885959,2021-10-14T22:58:33.000Z,"RT @Allisvanity2012: デルタ航空のパイロットがワクチン接種後の飛行日中に死亡

https://t.co/6gxW51gcE9

[JP]
https://t.co/1c60bmpK5t",GOOG,
140,269810416,1448785294749315076,2021-10-14T22:58:26.000Z,"Čisto da razbijete monotoniju naših medija evo nekoliko linkova kosovskih news-portala prevedenih na engleski:

https://t.co/ZAOsJl81VT

https://t.co/hRyipRjyWG

https://t.co/4U5qvQBTYM

https://t.co/BaxotHRJeU",GOOG,
141,1264808142509969409,1448785247051472897,2021-10-14T22:58:14.000Z,"インドのデリーにおける新たなSARS-CoV-2変異体のゲノム特性と疫学
https://t.co/ihN9q0wZ80
日本語
https://t.co/GtIXzqJf20",GOOG,
142,1317213273108803584,1448784879269736470,2021-10-14T22:56:46.000Z,"DMIも⭕️クロスしてくれています❣️ここからです💦ここから抵抗帯超えていくことを期待です🥺
$GOOG 出来高増の上昇📈いい感じになってきましたね👍MACD⭕️に戻りました💡決算に向けて上げてくれそうという私の希望通りの動きとなってくれてますね❣️このまま抵抗帯抜けて欲しいところです👍 https://t.co/2MTMTHr56z",GOOG,
143,1317213273108803584,1448784860328259589,2021-10-14T22:56:42.000Z,"おはようございます☔️

米10年債金利 -2.25%📉
ダウ +1.56%📈
NQ +1.73%📈
ﾗｯｾﾙ +1.66%📈
S&amp;P500 +1.71%📈
BTC/円 +1.23%📈
ETH/円 +7.94%📈

myPF -1.08%📉

売買 無

📈
$AMC +5.7%
$GOOG +2.55%

📉
$CMRE -4.97%
$BTU -4.74%
$DAC -2.63%
$MRK -0.81%
$MARA -0.46%",GOOG,
144,1083303341239734272,1448784493750390784,2021-10-14T22:55:15.000Z,"RT @lereveildatlas: L'hypothèse de la superpropagation des vaccinés

Cette étude richement sourcée analyse l'ensemble des données et en arr…",GOOG,
145,1696992889,1448784204062498828,2021-10-14T22:54:06.000Z,"RT @GabinJean3: Ecosse: surmortalité (non covid) record.
""Le nombre de personnes décédées en Écosse la semaine dernière était 30% supérieur…",GOOG,
146,1238447220,1448784126228717571,2021-10-14T22:53:47.000Z,"1cccc)Attack in #Kongsberg Oct 13,2021:
5 killed by Espen Andersen Bråthen(37)

3 links 
Spoiler:
-Childhood friend:
alarmed police in 2017 after FB vid
B.mentally ill for years
-Seems he suffered from mania https://t.co/omR55sMz2p 
https://t.co/8BCWgvFVGB https://t.co/o87amB6odU",GOOG,
147,2202217065,1448784122252517377,2021-10-14T22:53:46.000Z,"RT:

“Active mentorship is crucial for kids in the digital age."" This #SocialMediaDay, check out our guide to help your family understand the positives and negatives of social media and decide together how it fits into your lives. https://t.co/YOi012t63h #GoogleFamilies

— Goog…",GOOG,
148,711700170757419008,1448783768479625237,2021-10-14T22:52:22.000Z,"本日明け方、ペイペイ証券でDHRとGOOGとSPXLを購入。もちろん1口1000円(笑)
#飼い主投資",GOOG,
149,1214320881809293313,1448783331479506947,2021-10-14T22:50:37.000Z,@swapleonicorn @davidgokhshtein @mofassairhsn @ScottLEOWarrior @BoiledMCT @SlinKYE1 @NShoun Goog luck! $LEOS #LEONICORNSWAP https://t.co/hkerKzB6xs,GOOG,
150,849282108027699202,1448781630072627205,2021-10-14T22:43:52.000Z,"RT @GabinJean3: Ecosse: surmortalité (non covid) record.
""Le nombre de personnes décédées en Écosse la semaine dernière était 30% supérieur…",GOOG,
151,1364853933575929860,1448781596144832516,2021-10-14T22:43:44.000Z,@MinervaMcGrani1 https://t.co/YatwDEb1ua,GOOG,
152,1431218766088605696,1448781559117410342,2021-10-14T22:43:35.000Z,@GlimDawn goog googoog,GOOG,
153,471726581,1448780844391231506,2021-10-14T22:40:45.000Z,@Cryptogemsguru goog luck 👍👍,GOOG,
154,48607676,1448780591340474370,2021-10-14T22:39:44.000Z,"@GeminiMaxxim apparently it's with the studio MercurySteam itself, they have a poor policy that workers will get credited only if they worked on 25% of the game. Even if they worked on it for a year.
https://t.co/d1zvCWqKZT",GOOG,
155,40919828,1448780553516249091,2021-10-14T22:39:35.000Z,@matiasarizu @SKtelecom @GrandataCorp Metele un goog translate papu,GOOG,
156,1418794080935555077,1448780396699734016,2021-10-14T22:38:58.000Z,"RT @GabinJean3: Après avoir lu cet article sur l'approbation du Remdesivir aux Etats-Unis et en Europe, est-il possible de nier qu'il y a u…",GOOG,
157,17057237,1448780300704796676,2021-10-14T22:38:35.000Z,"RT @Zidouta: @JavierBlas @alexlongley1 In a NL newspaper: Greenhouse horticulturist from Erica turns off lights to reduce energy costs

""By…",GOOG,
158,106707651,1448779088815079425,2021-10-14T22:33:46.000Z,"RT @GabinJean3: Ecosse: surmortalité (non covid) record.
""Le nombre de personnes décédées en Écosse la semaine dernière était 30% supérieur…",GOOG,
159,447226891,1448779039804731392,2021-10-14T22:33:34.000Z,"RT @DaniloServadei: https://t.co/Iv7DsP0dN0
Per rivedere Kubo ci vorrà ancora un mese. Luis Garcia ha dichiarato che il recupero ""è più len…",GOOG,
160,2526096622,1448778878760235010,2021-10-14T22:32:56.000Z,"RT @GabinJean3: Ecosse: surmortalité (non covid) record.
""Le nombre de personnes décédées en Écosse la semaine dernière était 30% supérieur…",GOOG,
161,1202561650622181377,1448778574241140738,2021-10-14T22:31:43.000Z,"Dr. Frank Zaleuski examina frascos de vacinas da #pfizer e encontra solução salina num frasco e “a coisa” em outro.

Original:
https://t.co/Hj7Tu88w7w

Com tradução automática:
https://t.co/J6939oochH https://t.co/lqztuALcIV",GOOG,
162,1109280003005562881,1448778389540724744,2021-10-14T22:30:59.000Z,"@schumannbot 🤔

https://t.co/EC7FPJKp1s

😎 https://t.co/N4GG9j8pFQ",GOOG,
163,1162218040571785216,1448777810311479299,2021-10-14T22:28:41.000Z,In case anyone was still confused as to why $GOOG sold Boston Dynamics: https://t.co/D51CiCrLwD,GOOG,
164,1410938643003420674,1448777716795428869,2021-10-14T22:28:19.000Z,"$GOOG Market volatility creates an opportunity to buy Xceptional business at a discount. Looking at the technicals &amp; future growth outlook, the bull case is still intact. Long term bullish on Google - https://t.co/eo2We9pphF",GOOG,
165,1349685169,1448777663808778247,2021-10-14T22:28:06.000Z,Alphabet Inc - Class C (GOOG) stock rose by 2.5468%! Currently priced at 2828.24. https://t.co/nBUPPoyCzb,GOOG,
166,455570208,1448777607730720793,2021-10-14T22:27:53.000Z,Success! $GOOG cancelled one of my accounts as I hadn’t spent anything on AdWords for 15 months. #work,GOOG,
167,893305069059403776,1448776610266685450,2021-10-14T22:23:55.000Z,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/a7sU36AERW,GOOG,
168,1416184212126851074,1448776568264962050,2021-10-14T22:23:45.000Z,"RT @kerbear808: 😱 Surprise DM Application 📝

🎁:
 - (k)air package of 🌬 with pretty wrapping

To Enter:
 - RT
 - Have DMs open
 - Submit goo…",GOOG,
169,1318564203926593537,1448776325330784259,2021-10-14T22:22:47.000Z,"RT @KARIMAMARKHODJ1: 🔥 L'énigme mondiale du 15 octobre 
""À l'échelle mondiale. De l'Australie à l'Italie, du Canada aux États-Unis en passa…",GOOG,
170,40927694,1448776162268811266,2021-10-14T22:22:08.000Z,"Alphabet Inc - Class C (GOOG) price at close, 2021-10-14, is 2828.24.",GOOG,
171,1304395367384051713,1448776040206278659,2021-10-14T22:21:39.000Z,"Alphabet Inc - Class C (GOOG) Kurs bei Börsenschluss am 2021-10-14, ist 2828.24.",GOOG,
172,872722969,1448775853345632268,2021-10-14T22:20:55.000Z,"RT @GabinJean3: Ecosse: surmortalité (non covid) record.
""Le nombre de personnes décédées en Écosse la semaine dernière était 30% supérieur…",GOOG,
173,1448755497855750148,1448775443042250755,2021-10-14T22:19:17.000Z,@LFC_Arabic @MoSalah Goog,GOOG,
174,2584635445,1448775380081553414,2021-10-14T22:19:02.000Z,@heyreque https://t.co/EOb0FnBXfR,GOOG,
175,1359064643918917635,1448775296602107909,2021-10-14T22:18:42.000Z,"おはのき！🍄 10/14🇺🇸
最強シグナル｢ヘッド&amp;ショルダーズボトム｣❗️
#sp500 #VOO +1.67%
#NASDAQ100 #QQQ +1.84%
3Q決算受け金融相場→業績相場へ。#GOOG #AAPL #MSFT は2%以上の上げ。

#BTC 高め維持。

商流・インフレ・雇用は未回復なものの決算が株価を押し上げてますね❗️
#おは戦31015ok https://t.co/IITih52A3S",GOOG,
176,1384785334202945537,1448775205422239745,2021-10-14T22:18:20.000Z,RT @Sosso2B: Goog morning my lovers ! 😘 https://t.co/Ebe61FGGrg,GOOG,
177,1391594333145473031,1448774993597198340,2021-10-14T22:17:30.000Z,my to-do sa goog class: https://t.co/Qs8muWLuRo https://t.co/zmcvvNNpmi,GOOG,
178,990189176845979648,1448774621919125508,2021-10-14T22:16:01.000Z,"RT @GabinJean3: Après avoir lu cet article sur l'approbation du Remdesivir aux Etats-Unis et en Europe, est-il possible de nier qu'il y a u…",GOOG,
179,1428054583205527552,1448774380255735812,2021-10-14T22:15:03.000Z,"""Resolvimos accidentalmente la influeza, ¿y ahora qué?""

Y yo pregunto: ¿aprenderá el mundo de la pandemia de Covid19, o la amnesia selectiva privará en los meses y años por venir?

https://t.co/GRaFRAFyG8",GOOG,
180,1256220648692686848,1448774039594573835,2021-10-14T22:13:42.000Z,"RT @GabinJean3: Ecosse: surmortalité (non covid) record.
""Le nombre de personnes décédées en Écosse la semaine dernière était 30% supérieur…",GOOG,
181,1353059816319537155,1448773739596894214,2021-10-14T22:12:31.000Z,"RT @KARIMAMARKHODJ1: 🔥 L'énigme mondiale du 15 octobre 
""À l'échelle mondiale. De l'Australie à l'Italie, du Canada aux États-Unis en passa…",GOOG,
182,927103781367459840,1448773701906755590,2021-10-14T22:12:22.000Z,@yasutaketin $GOOGは買わないのですか？正直、どっちでもいいのですかね？,GOOG,
183,2938459366,1448773364294815746,2021-10-14T22:11:01.000Z,@ZAGALLOMARCO https://t.co/7DHHScLPq7,GOOG,
184,351583501,1448773162473336842,2021-10-14T22:10:13.000Z,RT @O_kwamina: Masego is goog good,GOOG,
185,1269758829690052610,1448772905765154816,2021-10-14T22:09:12.000Z,"Apple names new HomePod software lead amid speaker competition, Bloomberg says
$AAPL $GOOG $GOOGL $AMZN $SONO",GOOG,
186,1269758829690052610,1448772901151416320,2021-10-14T22:09:11.000Z,"Google adds continuous scrolling to Search on mobile
$GOOG $GOOGL",GOOG,
187,334659424,1448772893899382785,2021-10-14T22:09:09.000Z,Masego is goog good,GOOG,
188,357067984,1448772743646810117,2021-10-14T22:08:33.000Z,"https://t.co/Iv7DsP0dN0
Per rivedere Kubo ci vorrà ancora un mese. Luis Garcia ha dichiarato che il recupero ""è più lento di quello che mi aspettassi""
@alexcobra11 @_alex91_ @EddiePepsi",GOOG,
189,192005707,1448772501476036609,2021-10-14T22:07:35.000Z,"問題に対応しているとの報道が伝わった。

一方、米国債利回りが低下を受けてＩＴ・ハイテク株も買い戻しが優勢となり、ナスダックも１％超の大幅高。

マイクロソフト＜MSFT＞やアップル＜AAPL＞、アルファベット＜GOOG＞など主力株は揃って買われた。

バンカメ＜BAC＞が上昇。取引開始前に→",GOOG,
190,873149705554972676,1448772456148258819,2021-10-14T22:07:25.000Z,"@SChenebault @PrintempsFrance @CorinneReverbel @rendezmomotchi @BronnMuller Ecosse : surmortalité record.
""Le nombre de personnes décédées en Écosse la semaine dernière était de 30% supérieur à la moyenne avant la pandémie.""
En cause: cancers, maladies respiratoires &amp; circulatoires, démence
fr: https://t.co/lenXPlYOmR
https://t.co/vxKLOSJHlm",GOOG,
191,1324807684785397761,1448772247133503488,2021-10-14T22:06:35.000Z,"RT @KARIMAMARKHODJ1: 🔥 L'énigme mondiale du 15 octobre 
""À l'échelle mondiale. De l'Australie à l'Italie, du Canada aux États-Unis en passa…",GOOG,
192,1196089524,1448771967230922761,2021-10-14T22:05:28.000Z,"Alphabet Inc - Class C (GOOG) price at close, 2021-10-14, is 2828.24.",GOOG,
193,202589605,1448771871957204993,2021-10-14T22:05:05.000Z,"Alphabet Inc - Class C (GOOG) price at close, 2021-10-14, is 2828.24.",GOOG,
194,1273457928,1448771802574962712,2021-10-14T22:04:49.000Z,#BREAKING  @FT  @wsj ; The Jury doesn’t think it’s OK for $GOOG to steal  IP and just forget about it . #WallStreet / #Wallstreetbets. KNOWS  @Netllist &gt;&gt; $NLST &lt;&lt; wil PREVAIL and the PUNITIVE damage$ will be EPIC ! 📈💰💰💰💰💰💰👍😎. https://t.co/XnDdK4JexG,GOOG,
195,1066008103,1448771116269453315,2021-10-14T22:02:05.000Z,RT @AlessandroForn6: GOOG MORNING from TORINO #art #arttwit #twitart #ilovetorino #followart #photo #torino #turin #iloveart #turin @palazz…,GOOG,
196,111088242,1448771111802527755,2021-10-14T22:02:04.000Z,"@jeFCJ9AmFc3bsye 💕🥀Goog Morning Dear 🥀💕 ありがとう。🙇‍♂️🌲❤️🍀
同様に 🍒🙏",GOOG,
197,1259927458515759108,1448770903781806084,2021-10-14T22:01:14.000Z,WHY IS TGIS WHAT SHOWS UP WHEN YOU LOOK UP ASH ON GOOG LE https://t.co/s1x8YJmkGX,GOOG,
198,1412657441146212356,1448770682880282625,2021-10-14T22:00:22.000Z,"RT @Allisvanity2012: デルタ航空のパイロットがワクチン接種後の飛行日中に死亡

https://t.co/6gxW51gcE9

[JP]
https://t.co/1c60bmpK5t",GOOG,
199,1423967806266122251,1449163165376270337,2021-10-15T23:59:57.000Z,"RT @allaboutyou_pat: Goog morning ครับแพทริค ขอให้เป็นวันที่สดใสนะครับบ แม่ๆอย่าลืมแวะมาเก็บโปรเจ็คน้องนะครับบ⭐️❤️

Morning PATRICK 
#Patri…",GOOG,
200,1371010127113842693,1449163092592521216,2021-10-15T23:59:40.000Z,"RT @allaboutyou_pat: Goog morning ครับแพทริค ขอให้เป็นวันที่สดใสนะครับบ แม่ๆอย่าลืมแวะมาเก็บโปรเจ็คน้องนะครับบ⭐️❤️

Morning PATRICK 
#Patri…",GOOG,
201,1339189488166178817,1449163076951965699,2021-10-15T23:59:36.000Z,"RT @allaboutyou_pat: Goog morning ครับแพทริค ขอให้เป็นวันที่สดใสนะครับบ แม่ๆอย่าลืมแวะมาเก็บโปรเจ็คน้องนะครับบ⭐️❤️

Morning PATRICK 
#Patri…",GOOG,
202,284346030,1449162938212700162,2021-10-15T23:59:03.000Z,"RT @allaboutyou_pat: Goog morning ครับแพทริค ขอให้เป็นวันที่สดใสนะครับบ แม่ๆอย่าลืมแวะมาเก็บโปรเจ็คน้องนะครับบ⭐️❤️

Morning PATRICK 
#Patri…",GOOG,
203,1082851877153169408,1449162937537425411,2021-10-15T23:59:03.000Z,"RT @allaboutyou_pat: Goog morning ครับแพทริค ขอให้เป็นวันที่สดใสนะครับบ แม่ๆอย่าลืมแวะมาเก็บโปรเจ็คน้องนะครับบ⭐️❤️

Morning PATRICK 
#Patri…",GOOG,
